date,vo2max,vo2max_m,w,age_on_date,hr_est,le_est,le_est_m,le_diff
2018-07-22,61,61,50,21.6323059360731,0.443946215708795,86.5258489575134,86.5258489575134,
2018-07-23,61,61,50,21.6350456621005,0.443975675899485,86.5251610560084,86.5255050067609,-0.00068790150506004
2018-07-24,62,61.3333333333333,50,21.6377853881279,0.440429697286094,86.6206541116067,86.5572213750428,0.0954930555983111
2018-07-25,62,61.5,50,21.6405251141553,0.438691425160498,86.6678483921287,86.5848781293143,0.0471942805220209
2018-07-26,63,61.8,50,21.6432648401827,0.435573857394981,86.752808885725,86.6184642805965,0.0849604935963271
2018-07-27,63,62,50,21.64600456621,0.433528273785134,86.8093402131529,86.6751625317243,0.0565313274278338
2018-07-28,63,62.1428571428572,50,21.6487442922374,0.432085928728465,86.8490997816573,86.7399502768541,0.0397595685044365
2018-07-29,63,62.25,50,21.6514840182648,0.431016601366998,86.878689732137,86.7915574009602,0.0295899504797177
2018-07-30,63,62.3333333333333,50,21.6542237442922,0.430193999275221,86.9015260996067,86.8382929424558,0.0228363674696794
2018-07-31,64,62.5,50,21.6569634703196,0.428532296804942,86.9476910801992,86.8772693813506,0.0461649805925077
2018-08-01,64,62.6363636363636,50,21.659703196347,0.427186349914584,86.9852365033326,86.9124486393866,0.0375454231333663
2018-08-02,64,62.75,50,21.6624429223744,0.426074916688117,87.016348220848,86.9458983272247,0.0311117175154436
2018-08-03,64,62.8461538461539,50,21.6651826484018,0.425142424573929,87.0425305550254,86.9786664918024,0.0261823341773493
2018-08-04,63,62.8571428571429,50,21.6679223744292,0.425057475654687,87.0450082027587,87.0073629124328,0.00247764773334325
2018-08-05,63,62.8666666666667,50,21.6706621004566,0.424987069013367,87.047078928896,87.0272404821721,0.00207072613729054
2018-08-06,64,62.9375,50,21.673401826484,0.42430911159608,87.066184917547,87.043430165015,0.0191059886509919
2018-08-07,64,63,50,21.6761415525114,0.423715323727846,87.0829564982471,87.0567518204948,0.0167715807000945
2018-08-08,64,63.0555555555556,50,21.6788812785388,0.423191370407678,87.0977869130349,87.0678030920967,0.0148304147877667
2018-08-09,64,63.1052631578947,50,21.6816210045662,0.422725997049614,87.110985771064,87.0809986057578,0.0131988580290994
2018-08-10,64,63.15,50,21.6843607305936,0.422310244238533,87.1228001602747,87.0961428520335,0.0118143892107696
2018-08-11,64,63.1904761904762,50,21.687100456621,0.421936891038361,87.1334296710776,87.1095918027396,0.0106295108028434
2018-08-12,64,63.2272727272727,50,21.6898401826484,0.42160005283404,87.1430372863804,87.1216079603663,0.00960761530286902
2018-08-13,64,63.2608695652174,50,21.6925799086758,0.421294885873234,87.1517574067198,87.1324020591033,0.00872012033939029
2018-08-14,64,63.2916666666667,50,21.6953196347032,0.421017366878818,87.1597018528797,87.1421452754664,0.0079444461598257
2018-08-15,64,63.32,50,21.6980593607306,0.420764126383033,87.1669644167122,87.1509781267539,0.00726256383252633
2018-08-16,64,63.3461538461539,50,21.700799086758,0.42053232110201,87.1736243539504,87.1590170633285,0.00665993723823988
2018-08-17,64,63.3703703703704,50,21.7035388127854,0.420319535082454,87.179749095284,87.1663594251092,0.00612474133355079
2018-08-18,65,63.4285714285714,50,21.7062785388128,0.419776877236523,87.1952309976235,87.17505414329,0.0154819023395305
